id,value
id_160,0.04862233135556404
id_161,0.04862233135556404
id_162,0.04862233135556404
id_163,0.04862233135556404
id_164,0.04862233135556404
id_165,0.04862233135556404
id_166,0.04862233135556404
id_167,0.04862233135556404
id_168,0.04862233135556404
id_169,0.04862233135556404
id_170,0.04862233135556404
id_171,0.04862233135556404
id_172,0.04862233135556404
id_173,0.04862233135556404
id_174,0.04862233135556404
id_175,0.04862233135556404
id_176,0.04862233135556404
id_177,0.04862233135556404
id_178,0.04862233135556404
id_179,0.04862233135556404
id_180,0.04862233135556404
id_181,0.04862233135556404
id_182,0.04862233135556404
id_183,0.04862233135556404
id_184,0.04862233135556404
id_185,0.04862233135556404
id_186,0.04862233135556404
id_187,0.04862233135556404
id_188,0.04862233135556404
id_189,0.04862233135556404
id_190,0.04862233135556404
id_191,0.04862233135556404
id_192,0.04862233135556404
id_193,0.04862233135556404
id_194,0.04862233135556404
id_195,0.04862233135556404
id_196,0.04862233135556404
id_197,0.04862233135556404
id_198,0.04862233135556404
id_199,0.04862233135556404
id_200,0.04862233135556404
id_201,0.04862233135556404
id_202,0.04862233135556404
id_203,0.04862233135556404
id_204,0.04862233135556404
id_205,0.04862233135556404
id_206,0.04862233135556404
id_207,0.04862233135556404
id_208,0.04862233135556404
id_209,0.04862233135556404
id_210,0.04862233135556404
id_211,0.04862233135556404
id_212,0.04862233135556404
id_213,0.04862233135556404
id_214,0.04862233135556404
id_215,0.04862233135556404
id_216,0.04862233135556404
id_217,0.04862233135556404
id_218,0.04862233135556404
id_219,0.04862233135556404
id_220,0.04862233135556404
id_221,0.04862233135556404
id_222,0.04862233135556404
id_223,0.04862233135556404
id_224,0.04862233135556404
id_225,0.04862233135556404
id_226,0.04862233135556404
id_227,0.04862233135556404
id_228,0.04862233135556404
id_229,0.04862233135556404
id_230,0.04862233135556404
id_231,0.04862233135556404
id_232,0.04862233135556404
id_233,0.04862233135556404
id_234,0.04862233135556404
id_235,0.04862233135556404
id_236,0.04862233135556404
id_237,0.04862233135556404
id_238,0.04862233135556404
id_239,0.04862233135556404
